0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
837808246,  31 Ağustos 2021,  Satılık Daire ,260.0,200.0,  5+1,  0,  4,  4,  Doğalgaz (Kombi),  3,  Var,  Hayır,  Boş,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Kat Mülkiyetli,  Emlak Ofisinden,  Hayır,  Evet ,Karacabey,500.000
928086005,  31 Ağustos 2021,  Satılık Daire ,135.0,115.0,  3+1,  5-10 arası,  6,  6,  Merkezi,  1,  Var,  Belirtilmemiş,  Mülk Sahibi,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Belirtilmemiş,  Sahibinden,  Evet,  Hayır ,Karacabey,230.000
867258647,  31 Ağustos 2021,  Satılık Daire ,135.0,120.0,  3+1,  16-20 arası,  2,  6,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Mülk Sahibi,  Evet,  Belirtilmemiş,  20,  Evet,  Kat İrtifaklı,  Emlak Ofisinden,  Hayır,  Hayır ,Karacabey,180.000
896030815,  31 Ağustos 2021,  Satılık Daire ,120.0,105.0,  2+1,  21-25 arası,  3,  4,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Mülk Sahibi,  Hayır,  Belirtilmemiş,  0,  Evet,  Kat İrtifaklı,  Emlak Ofisinden,  Hayır,  Hayır ,Karacabey,160.000
854753978,  31 Ağustos 2021,  Satılık Daire ,130.0,120.0,  3+1,  16-20 arası,  4,  4,  Soba,  1,  Var,  Hayır,  Kiracılı,  Hayır,  Belirtilmemiş,  20,  Evet,  Kat İrtifaklı,  Emlak Ofisinden,  Hayır,  Evet ,Karacabey,155.000
916576439,  31 Ağustos 2021,  Satılık Daire ,130.0,115.0,  3+1,  0,  2,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Boş,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Kat İrtifaklı,  Emlak Ofisinden,  Evet,  Hayır ,Karacabey,400.000
913742445,  30 Ağustos 2021,  Satılık Daire ,140.0,130.0,  3+1,  0,  2,  4,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Boş,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Kat İrtifaklı,  Emlak Ofisinden,  Evet,  Evet ,Karacabey,365.000
922089847,  30 Ağustos 2021,  Satılık Müstakil Ev ,255.0,255.0,  3+1,  21-25 arası,  2,  Merkezi (Pay Ölçer),  2,  Var,  Hayır,  Mülk Sahibi,  Hayır,  Belirtilmemiş,  0,  Evet,  Kat Mülkiyetli,  Emlak Ofisinden,  Hayır,  Hayır ,Karacabey,550.000,
950885742,  30 Ağustos 2021,  Satılık Daire ,130.0,120.0,  3+1,  11-15 arası,  2,  5,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Kiracılı,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Hayır,  Kat İrtifaklı,  Emlak Ofisinden,  Hayır,  Hayır ,Karacabey,285.000
927472808,  31 Ağustos 2021,  Satılık Daire ,170.0,160.0,  3+1,  0,  Giriş Katı,  4,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Boş,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Kat İrtifaklı,  İnşaat Firmasından,  Hayır,  Hayır ,Karacabey,375.000
927833850,  30 Ağustos 2021,  Satılık Daire ,235.0,200.0,  4+1,  0,  4,  4,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Boş,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Evet,  Kat İrtifaklı,  Emlak Ofisinden,  Evet,  Evet ,Karacabey,535.000
950818756,  30 Ağustos 2021,  Satılık Daire ,250.0,220.0,  4+1,  2,  4,  4,  Doğalgaz (Kombi),  3,  Var,  Hayır,  Boş,  Hayır,  Belirtilmemiş,  Belirtilmemiş,  Hayır,  Bilinmiyor,  Sahibinden,  Hayır,  Hayır ,Karacabey,530.000
